level_1,level_2,level_3,level_4,level_5,level_6,description
Social Interaction,Social Communication,Active Listening Skills,Reflective Listening,Empathetic Feedback Provision,The skill to mirror back what has been said to confirm understanding and show empathy.,
Social Interaction,Relationship Building,,,,,Providing feedback that acknowledges emotional content during listening.
Social Interaction,Relationship Building,Trust Formation,,,,The skill of forming and maintaining meaningful connections and interactions with others.
Social Interaction,Relationship Building,Trust Formation,Reliability Assessment,,,The ability to establish and maintain trust in interpersonal relationships.
Social Interaction,Relationship Building,Trust Formation,Reliability Assessment,Trust-Building Communication,The skill to evaluate and establish reliability and trustworthiness in others.,
Social Interaction,Relationship Building,Conflict Resolution,,,,Utilizing communication strategies that foster trust.
Social Interaction,Relationship Building,Conflict Resolution,Interest-Based Negotiation,,,The skill to effectively resolve disagreements and conflicts in social interactions.
Social Interaction,Relationship Building,Conflict Resolution,Interest-Based Negotiation,Win-Win Strategy Development,A method of resolving conflicts by understanding and addressing underlying interests and needs.,
Social Interaction,Relationship Building,Social Reciprocity,,,,Creating solutions that meet the interests of all parties involved.
Social Interaction,Relationship Building,Social Reciprocity,Reciprocal Altruism,,,"The practice of exchanging things with others for mutual benefit, including social gestures and communications."
Social Interaction,Relationship Building,Social Reciprocity,Reciprocal Altruism,Delayed Reciprocity Understanding,The understanding and practice of exchanging beneficial acts between individuals over time.,
Social Interaction,Relationship Building,Network Building,,,,Recognizing and accepting deferred reciprocation in social exchanges.
Social Interaction,Relationship Building,Network Building,Social Capital Utilization,,,The capacity to create and maintain a web of social ties and relationships over time.
Social Interaction,Relationship Building,Network Building,Social Capital Utilization,Strategic Networking,"The ability to leverage one's network for information, support, and opportunities.",
Social Interaction,Empathy,,,,,The ability to understand and share the feelings of another.
Social Interaction,Empathy,Affective Empathy,,,,Experiencing the emotions that another person is feeling.
Social Interaction,Empathy,Affective Empathy,Emotional Resonance,,,Engaging in planned interactions to develop beneficial connections.
Social Interaction,Empathy,Affective Empathy,Emotional Resonance,Emotion Contagion Control,"The ability to understand and share the feelings of others, facilitating compassionate and supportive interactions.",
Social Interaction,Empathy,Cognitive Empathy,,,,Understanding another person's perspective and emotions without necessarily feeling them.
Social Interaction,Empathy,Cognitive Empathy,Perspective-Taking Strategies,,,The capacity to respond with appropriate emotion to another's mental states.
Social Interaction,Empathy,Cognitive Empathy,Perspective-Taking Strategies,Perspective Diversity Exploration,The ability to experience and resonate with the emotions of others closely.,
Social Interaction,Social Cognition,,,,,The skill to manage one's emotional response when resonating with others.
Social Interaction,Social Cognition,Attributional Style,,,,The capability to understand another's perspective or mental state.
Social Interaction,Social Cognition,Attributional Style,Self-Blame Analysis,,,Techniques to effectively put oneself in another's mental and emotional shoes.
Social Interaction,Social Cognition,Attributional Style,Self-Blame Analysis,External Attribution Alternative,Exploring a wide range of perspectives to enhance empathy.,
Social Interaction,Social Cognition,Social Problem Solving,,,,"The mental processes involved in understanding, processing, and responding to social information."
Social Interaction,Social Cognition,Social Problem Solving,Collaborative Problem Solving,,,"How individuals explain the causes of behavior and events, particularly in social contexts."
Social Interaction,Social Cognition,Social Problem Solving,Collaborative Problem Solving,Co-creative Solution Design,The tendency to attribute personal failures to oneself and its social implications.,
Social Interaction,Social Cognition,Perspective Taking,,,,The ability to detect emotional states in others through social signals and cues.
Social Interaction,Social Cognition,Perspective Taking,Empathic Accuracy,,,Considering external factors as potential causes of events.
Social Interaction,Social Cognition,Perspective Taking,Empathic Accuracy,Detail-Oriented Empathy,The ability to navigate and resolve problems that occur in social interactions.,
Social Interaction,Social Cognition,Cultural Learning,,,,The skill to work together with others to solve shared social problems.
Social Interaction,Social Cognition,Cultural Learning,Cross-Cultural Adaptability,,,Developing solutions collaboratively that creatively address social problems.
Social Interaction,Social Cognition,Cultural Learning,Cross-Cultural Adaptability,Intercultural Competency Development,The skill to understand a situation from another person's point of view.,
Communication and Language,,,,,,The ability to accurately infer the specific content of other people's thoughts and feelings.
Communication and Language,Receptive Language,,,,,Focusing on small details to improve accuracy in understanding thoughts and feelings.
Communication and Language,Receptive Language,Auditory Comprehension,,,,The ability to understand and adapt to cultural differences in social contexts.
Communication and Language,Receptive Language,Auditory Comprehension,Following Directions,,,The skill to effectively function and communicate within diverse cultural contexts.
Communication and Language,Receptive Language,Auditory Comprehension,Following Directions,Multi-step Instructions,Building skills to communicate and engage across cultures.,
Communication and Language,Receptive Language,Auditory Comprehension,Following Directions,Multi-step Instructions,Instruction Sequencing,"The capacity to convey thoughts, feelings, and information through a shared system of symbols, signs, and behaviors."
Communication and Language,Receptive Language,Auditory Comprehension,Following Directions,Multi-step Instructions,Temporal Language Comprehension,"The ability to understand information. It involves understanding the words, sentences, and meaning of what others say or what is read."
Communication and Language,Receptive Language,Auditory Comprehension,Listening Comprehension,,,Understanding spoken language through listening.
Communication and Language,Receptive Language,Auditory Comprehension,Listening Comprehension,Narrative Understanding,The ability to comprehend and execute spoken instructions or commands.,
Communication and Language,Receptive Language,Auditory Comprehension,Listening Comprehension,Narrative Understanding,Plot Analysis,Understanding and following instructions that require multiple actions or steps.
Communication and Language,Receptive Language,Auditory Comprehension,Listening Comprehension,Narrative Understanding,Character Understanding,Arranging tasks or steps in the correct order as given in instructions.
Communication and Language,Receptive Language,Reading Comprehension,,,,"Understanding time-related language such as sequences and temporal words (e.g., first, next, then)."
Communication and Language,Receptive Language,Reading Comprehension,Inferencing Skills,,,The ability to focus on and understand spoken information and stories.
Communication and Language,Receptive Language,Reading Comprehension,Inferencing Skills,Contextual Clue Interpretation,Understanding the elements and structure of a story or spoken narrative.,
Communication and Language,Receptive Language,Reading Comprehension,Inferencing Skills,Contextual Clue Interpretation,Deductive Reasoning,Identifying and understanding the main events and structure of a narrative.
Communication and Language,Receptive Language,Reading Comprehension,Inferencing Skills,Contextual Clue Interpretation,Inductive Reasoning,"Comprehending characters' motivations, feelings, and development in narratives."
Communication and Language,Receptive Language,Reading Comprehension,Literal Understanding,,,Understanding written language and texts.
Communication and Language,Receptive Language,Reading Comprehension,Literal Understanding,Fact Identification,The ability to read between the lines and understand the implied meanings in texts.,
Communication and Language,Expressive Language,,,,,Using context within text to derive meaning.
Communication and Language,Expressive Language,Verbal Expression,,,,"The ability to express emotions in a healthy, socially acceptable manner."
Communication and Language,Expressive Language,Verbal Expression,Articulation Skills,,,Applying general rules to reach specific conclusions.
Communication and Language,Expressive Language,Verbal Expression,Articulation Skills,Phonetic Accuracy,Drawing broad conclusions from specific information or patterns in text.,
Communication and Language,Expressive Language,Verbal Expression,Articulation Skills,Phonetic Accuracy,Speech Intelligibility,Grasping the explicit meanings of text as written.
Communication and Language,Expressive Language,Verbal Expression,Articulation Skills,Phonetic Accuracy,Sound Segmentation,Recognizing factual information and details in texts.
Communication and Language,Expressive Language,Written Expression,,,,"The ability to express thoughts, feelings, and ideas through speech, writing, gestures, or other forms."
Communication and Language,Expressive Language,Written Expression,Spelling Ability,,,The use of spoken words to convey messages.
Communication and Language,Expressive Language,Written Expression,Spelling Ability,Orthographic Pattern Recognition,The clarity and pronunciation of speech sounds.,
Communication and Language,Expressive Language,Written Expression,Spelling Ability,Orthographic Pattern Recognition,Visual Memory for Words,Producing speech sounds correctly within words.
Communication and Language,Expressive Language,Written Expression,Spelling Ability,Orthographic Pattern Recognition,Spelling Rule Application,The clarity with which speech can be understood by others.
Communication and Language,Expressive Language,Nonverbal Expression,,,,Breaking down words into individual sounds for accurate articulation.
Communication and Language,Expressive Language,Nonverbal Expression,Gestural Communication,,,"Conveying emotions through body language, gestures, and facial expressions."
Communication and Language,Expressive Language,Nonverbal Expression,Gestural Communication,Symbolic Gestures,The use of writing to communicate thoughts and ideas.,
Communication and Language,Expressive Language,Nonverbal Expression,Gestural Communication,Symbolic Gestures,Cultural Gesture Interpretation,The ability to arrange letters in the correct order to form words correctly.
Communication and Language,Pragmatic Language,,,,,Identifying common spelling patterns in words.
Communication and Language,Pragmatic Language,Conversational Skills,,,,Recalling and visualizing the structure and spelling of words.
Communication and Language,Pragmatic Language,Conversational Skills,Turn-Taking,,,Applying spelling rules accurately in written communication.
Communication and Language,Pragmatic Language,Conversational Skills,Turn-Taking,Interrupting Etiquette,Using gestures or facial expressions to communicate without words.,
Communication and Language,Pragmatic Language,Conversational Skills,Turn-Taking,Interrupting Etiquette,Conversational Timing,The use of hand and body movements to express ideas or feelings.
Communication and Language,Pragmatic Language,Understanding Non-Verbal Cues,,,,"Using gestures that have specific, understood meanings or signals."
Communication and Language,Pragmatic Language,Understanding Non-Verbal Cues,Emotional Expression Recognition,,,Understanding and applying gestures based on cultural contexts and meanings.
Communication and Language,Pragmatic Language,Understanding Non-Verbal Cues,Emotional Expression Recognition,Subtle Emotional Cues,"The use of language in social contexts, understanding both verbal and non-verbal cues, and adhering to conversational rules.",
Communication and Language,Pragmatic Language,Understanding Non-Verbal Cues,Emotional Expression Recognition,Subtle Emotional Cues,Microexpressions,"The ability to maintain and understand a conversation, including taking turns and staying on topic."
Communication and Language,Phonological Processing,,,,,Effectively exchanging dialogue in a conversation.
Communication and Language,Phonological Processing,Phonemic Awareness,,,,Knowing when and how to interrupt or interject appropriately in conversation.
Communication and Language,Phonological Processing,Phonemic Awareness,Sound Blending,,,Understanding the appropriate timing for comments and interruptions in dialogue.
Communication and Language,Phonological Processing,Phonemic Awareness,Sound Blending,Onset-Rime Blending,"The ability to interpret gestures, facial expressions, and other non-verbal signals in communication.",
Communication and Language,Phonological Processing,Phonemic Awareness,Sound Blending,Onset-Rime Blending,Rime Awareness,Identifying and understanding emotions through facial expressions and body language.
Communication and Language,Phonological Memory,,,,,Recognizing less obvious emotional signals in facial expressions or body language.
Communication and Language,Phonological Memory,Memory for Words,,,,"Detecting and interpreting brief, involuntary facial expressions that reveal emotions."
Communication and Language,Phonological Memory,Memory for Words,Rapid Word Recall,,,"The use of the phonological system to process spoken and written language, including the ability to hear and manipulate sounds in words."
Communication and Language,Phonological Memory,Memory for Words,Verbal Memory Span,,,Recognizing and manipulating individual sounds in words.
Communication and Language,Semantic Processing,,,,,Combining individual sounds to form words.
Communication and Language,Semantic Processing,Vocabulary Development,,,,Blending the beginning sounds with the rest of the word.
Communication and Language,Semantic Processing,Vocabulary Development,Word Retrieval,,,Recognizing and producing the ending sounds in words.
Communication and Language,Semantic Processing,Vocabulary Development,Word Retrieval,Lexical Access Speed,The ability to remember spoken information for a short period.,
Communication and Language,Semantic Processing,Vocabulary Development,Word Retrieval,Lexical Access Speed,Semantic Network Efficiency,Recalling words or short phrases heard.
Communication and Language,Semantic Processing,Semantic Relationships,,,,Quickly recalling a list of words after hearing them.
Communication and Language,Semantic Processing,Semantic Relationships,Categorization,,,The ability to remember sequences of verbal information.
Communication and Language,Semantic Processing,Semantic Relationships,Categorization,Hierarchical Organization,The aspect of language concerned with understanding and producing meaningful words and sentences.,
Communication and Language,Semantic Processing,Semantic Relationships,Categorization,Hierarchical Organization,Superordinate and Subordinate Categories,The process of learning and using words and their meanings.
Communication and Language,Syntactic Processing,,,,,The ability to recall and use the appropriate word when needed.
Communication and Language,Syntactic Processing,Grammar and Sentence Structure,,,,The speed at which words can be recalled from memory when needed.
Communication and Language,Syntactic Processing,Grammar and Sentence Structure,Syntax Parsing,,,The effectiveness of accessing and using semantic relationships in word recall.
Communication and Language,Syntactic Processing,Grammar and Sentence Structure,Syntax Parsing,Clause Analysis,Understanding how different words and concepts relate to one another.,
Communication and Language,Syntactic Processing,Grammar and Sentence Structure,Syntax Parsing,Clause Analysis,Syntactic Ambiguity Resolution,Grouping words and concepts based on shared characteristics.
Communication and Language,Morphological Awareness,,,,,Understanding and sorting categories by levels of specificity.
Communication and Language,Morphological Awareness,Prefix and Suffix Usage,,,,Differentiating between general and specific groups within categories.
Communication and Language,Morphological Awareness,Prefix and Suffix Usage,Morphological Rule Application,,,The ability to process and understand the structure of sentences and grammar rules.
Communication and Language,Morphological Awareness,Prefix and Suffix Usage,Morphological Rule Application,Word Morphology Analysis,Recognizing and using grammatical rules and sentence construction.,
Behavioral Control,,,,,,Analyzing sentence structure to understand meaning.
Behavioral Control,Impulse Control,,,,,The ability to resist or delay an emotional or behavioral impulse.
Behavioral Control,Impulse Control,Motor Inhibition,,,,Breaking down sentences into clauses to understand complex grammatical structures.
Behavioral Control,Impulse Control,Motor Inhibition,Fine Motor Inhibition,,,Clarifying sentences with multiple possible meanings or structures.
Behavioral Control,Impulse Control,Motor Inhibition,Gross Motor Inhibition,,,"Understanding and using the smallest units of meaning in a language, such as prefixes and suffixes."
Behavioral Control,Delay of Gratification,,,,,The capacity to resist the temptation for an immediate reward in preference for a later reward.
Behavioral Control,Delay of Gratification,Temporal Delay,,,,Understanding and applying both prefixes and suffixes to change meanings.
Behavioral Control,Delay of Gratification,Conditional Delay,,,,Applying rules for adding prefixes and suffixes correctly.
Behavioral Control,Emotional Regulation,,,,,Understanding word formation and structure through morphological components.
Behavioral Control,Emotional Regulation,Emotional Awareness,,,,Emotion conveyed through body posture.
Behavioral Control,Emotional Regulation,Emotional Awareness,Self-Emotional Awareness,,,"Behavioral Control involves the ability to regulate and manage one's actions, impulses, and emotions to achieve goals or adhere to norms."
Behavioral Control,Emotional Regulation,Emotional Awareness,Interpersonal Emotional Awareness,,,The ability to resist urges and impulses to act inappropriately or prematurely.
Behavioral Control,Emotional Expression,,,,,The ability to suppress inappropriate or unwanted responses.
Behavioral Control,Emotional Expression,Verbal Emotional Expression,,,,The ability to suppress physical responses or actions.
Behavioral Control,Emotional Expression,Non-Verbal Emotional Expression,,,,"The ability to suppress small, precise physical movements or responses."
Physical Health and Activity,,,,,,The ability to suppress large body movements or broader physical responses.
Physical Health and Activity,General Physical Health,,,,,The capacity to wait in order to achieve a greater reward.
Physical Health and Activity,General Physical Health,Body Composition,,,,The ability to wait for a specified period.
Physical Health and Activity,General Physical Health,Body Composition,Muscle Mass,,,The ability to wait under certain conditions or criteria.
