level_1,level_2,level_3,level_4,level_5,level_6,description
Cognitive Function,Processing Speed,Perceptual Speed,Symbol Search,,,The speed of scanning and identifying symbols or objects.
Cognitive Function,Processing Speed,Cognitive Speed,,,,The rate at which a person can understand and react to information.
Cognitive Function,Processing Speed,Cognitive Speed,Reaction Time,,,The amount of time taken to respond to a stimulus.
Cognitive Function,Processing Speed,Cognitive Speed,Reaction Time,Choice Reaction Time,,The speed of responding to a stimulus when multiple response options are available.
Emotion Regulation,,,,,,"The ability to monitor, evaluate, and modulate emotional reactions in a manner that promotes adaptive and appropriate functioning."
Emotion Regulation,Emotional Awareness,,,,,Recognizing and identifying one's own emotions as well as the emotions of others.
Emotion Regulation,Emotional Awareness,Self-awareness of Emotions,,,,Recognizing and understanding one's own emotional states.
Emotion Regulation,Emotional Awareness,Self-awareness of Emotions,Emotional Insight,,,The ability to gain a deeper understanding of one's emotional patterns and triggers.
Emotion Regulation,Emotional Awareness,Self-awareness of Emotions,Emotional Insight,Emotional Pattern Recognition,,Identifying recurring emotional responses to different stimuli or situations.
Emotion Regulation,Emotional Awareness,Self-awareness of Emotions,Emotional Insight,Emotional Pattern Recognition,Emotional Trigger Mapping,Creating a mental map of emotional triggers based on frequency and impact.
Emotion Regulation,Emotional Awareness,Self-awareness of Emotions,Emotional Insight,Trigger Identification,,Recognizing specific events or circumstances that initiate emotional reactions.
Emotion Regulation,Emotional Awareness,Self-awareness of Emotions,Emotional Insight,Trigger Identification,Trigger Response Analysis,Analyzing typical responses to identified triggers to enhance emotional regulation.
Emotion Regulation,Emotional Awareness,Empathy,,,,Recognizing and understanding the emotional states of others.
Emotion Regulation,Emotional Awareness,Empathy,Affective Empathy,,,The ability to respond with an appropriate emotion to another's mental state.
Emotion Regulation,Emotional Awareness,Empathy,Affective Empathy,Empathic Concern,,Feeling compassion and concern for others based on understanding their emotional state.
Emotion Regulation,Emotional Awareness,Empathy,Affective Empathy,Empathic Concern,Compassionate Action Planning,Developing strategies to act on feelings of empathy to support others.
Emotion Regulation,Emotional Awareness,Empathy,Affective Empathy,Emotional Resonance,,Experiencing emotions that are in sync with another person's emotional state.
Emotion Regulation,Emotional Awareness,Empathy,Affective Empathy,Emotional Resonance,Resonance Awareness Training,Exercises to hone the ability to feel with others efficiently and ethically.
Emotion Regulation,Emotional Awareness,Empathy,Cognitive Empathy,,,The capacity to understand another's perspective or mental state.
Emotion Regulation,Emotional Awareness,Empathy,Cognitive Empathy,Perspective Taking,,The cognitive ability to consider the world from another individual's viewpoint.
Emotion Regulation,Emotional Awareness,Empathy,Cognitive Empathy,Perspective Taking,Point-of-View Rehearsal,Practicing adopting varied viewpoints to improve empathic accuracy.
Emotion Regulation,Emotional Awareness,Empathy,Cognitive Empathy,Theory of Mind,,"The ability to attribute mental states to oneself and others and to understand that others have beliefs, desires, and intentions that are different from one's own."
Emotion Regulation,Emotional Awareness,Empathy,Cognitive Empathy,Theory of Mind,Mental State Simulation,Engaging in thought experiments to simulate others' mental states.
Emotion Regulation,Emotional Expression,,,,,The ability to express emotions effectively and appropriately in different contexts.
Emotion Regulation,Emotional Expression,Verbal Expression,,,,Using words to express feelings and emotions.
Emotion Regulation,Emotional Expression,Verbal Expression,Emotionally Rich Vocabulary,,,Having a broad range of words to describe different emotions accurately.
Emotion Regulation,Emotional Expression,Verbal Expression,Emotionally Rich Vocabulary,Emotional Nuance Recognition,,The ability to identify subtle differences and shades of emotion in language.
Emotion Regulation,Emotional Expression,Verbal Expression,Emotionally Rich Vocabulary,Emotional Nuance Recognition,Subtlety Discrimination Drills,Practices aimed at distinguishing fine variations in emotional language.
Emotion Regulation,Emotional Expression,Verbal Expression,Emotionally Rich Vocabulary,Emotion-Context Match,,Ensuring that chosen emotional words appropriately fit the context of situation.
Emotion Regulation,Emotional Expression,Verbal Expression,Emotionally Rich Vocabulary,Emotion-Context Match,Contextual Appropriateness Reflection,Reflective exercises to improve context-based expression accuracy.
Emotion Regulation,Emotional Expression,Non-verbal Expression,,,,"Using gestures, facial expressions, and body language to express emotions."
Emotion Regulation,Emotional Expression,Non-verbal Expression,Facial Expressiveness,,,Using facial expressions to convey emotions clearly.
Emotion Regulation,Emotional Expression,Non-verbal Expression,Facial Expressiveness,Micro-Expression Recognition,,"Identifying and interpreting brief, involuntary facial expressions that reveal genuine emotions."
Emotion Regulation,Emotional Expression,Non-verbal Expression,Facial Expressiveness,Micro-Expression Recognition,Expression Analysis Training,Structured practices to enhance recognition of fleeting emotional signals.
Emotion Regulation,Emotional Expression,Non-verbal Expression,Gestural Communication,,,Conveying emotions through gestures and body language.
Emotion Regulation,Emotional Expression,Non-verbal Expression,Gestural Communication,Body Language Interpretation,,Understanding the emotions conveyed through postures and movements.
Emotion Regulation,Emotional Expression,Non-verbal Expression,Gestural Communication,Body Language Interpretation,Gesture Effectiveness Appraisal,Analyzing the impact and clarity of gestures used in emotional communication.
Emotion Regulation,Emotion Modulation,,,,,The ability to effectively manage and regulate emotional responses to different situations.
Emotion Regulation,Emotion Modulation,Cognitive Reappraisal,,,,Changing one's thoughts about a situation to alter its emotional impact.
Emotion Regulation,Emotion Modulation,Cognitive Reappraisal,Positive Reinterpretation,,,Finding a positive angle in a seemingly negative situation.
Emotion Regulation,Emotion Modulation,Cognitive Reappraisal,Positive Reinterpretation,Silver Lining Pursuit,,Actively seeking benefits or positive outcomes in challenging situations.
Emotion Regulation,Emotion Modulation,Cognitive Reappraisal,Positive Reinterpretation,Silver Lining Pursuit,Benefit Reflection Exercises,Activities designed to promote finding silver linings in adversity.
Emotion Regulation,Emotion Modulation,Cognitive Reappraisal,Perspective-Taking,,,Looking at a situation from a different point of view to diminish negative emotional impact.
Emotion Regulation,Emotion Modulation,Cognitive Reappraisal,Perspective-Taking,Role Reversal Analysis,,Evaluating a situation by mentally placing oneself in another's position.
Emotion Regulation,Emotion Modulation,Cognitive Reappraisal,Perspective-Taking,Role Reversal Analysis,Position Shift Scenarios,Scenarios used to practice shifting perspectives for better emotional outcomes.
Emotion Regulation,Emotion Modulation,Emotional Suppression,,,,Inhibiting emotional expressions or reactions.
Emotion Regulation,Emotion Modulation,Emotional Suppression,Internal Inhibition,,,Suppressing emotional responses internally to maintain mental composure.
Emotion Regulation,Emotion Modulation,Emotional Suppression,Internal Inhibition,Meditative Composure,,Utilizing meditative techniques to maintain inner peace and suppress undesired emotions.
Emotion Regulation,Emotion Modulation,Emotional Suppression,Internal Inhibition,Meditative Composure,Inner Peace Cultivation,Progressive relaxation and visualization exercises for emotional calmness.
Emotion Regulation,Emotion Modulation,Emotional Suppression,External Inhibition,,,Controlling outward expressions of emotions in social contexts.
Emotion Regulation,Emotion Modulation,Emotional Suppression,External Inhibition,Public Persona Management,,Regulating emotional displays to conform to social norms or expectations.
Emotion Regulation,Emotion Modulation,Emotional Suppression,External Inhibition,Public Persona Management,Social Compliance Drills,Exercises to adjust expressions according to social settings.
Emotion Regulation,Stress Management,,,,,The ability to handle stress in a way that maintains emotional and mental well-being.
Emotion Regulation,Stress Management,Coping Strategies,,,,Techniques used to manage stress and handle challenging situations.
Emotion Regulation,Stress Management,Coping Strategies,Problem-Focused Coping,,,Dealing with the source of stress to eliminate or reduce it.
Emotion Regulation,Stress Management,Coping Strategies,Problem-Focused Coping,Solution-Oriented Planning,,Developing actionable plans to address stressors.
Emotion Regulation,Stress Management,Coping Strategies,Problem-Focused Coping,Solution-Oriented Planning,Strategic Problem Solving,Training in systematic approaches to reduce stress through problem resolution.
Emotion Regulation,Stress Management,Coping Strategies,Emotion-Focused Coping,,,Managing emotions that arise from a stressful situation rather than changing the situation itself.
Emotion Regulation,Stress Management,Coping Strategies,Emotion-Focused Coping,Emotion Venting,,Expressing emotions in a healthy manner to relieve stress.
Emotion Regulation,Stress Management,Coping Strategies,Emotion-Focused Coping,Emotion Venting,Controlled Expression Techniques,Methods for appropriately venting emotions to reduce stress.
Emotion Regulation,Stress Management,Relaxation Techniques,,,,Methods such as meditation and deep breathing to reduce stress.
Emotion Regulation,Stress Management,Relaxation Techniques,Mindfulness Meditation,,,Practicing mindfulness to achieve a mentally clear and emotionally calm state.
Emotion Regulation,Stress Management,Relaxation Techniques,Mindfulness Meditation,Focused Attention Training,,Engaging in exercises that improve the capacity to maintain attention on a single object or thought.
Emotion Regulation,Stress Management,Relaxation Techniques,Mindfulness Meditation,Focused Attention Training,Attention Stability Drills,Practices aiming to solidify focus and maintain attention control.
Emotion Regulation,Stress Management,Relaxation Techniques,Breathing Exercises,,,Techniques focused on regulating breathing patterns to reduce stress and anxiety.
Emotion Regulation,Stress Management,Relaxation Techniques,Breathing Exercises,Rhythmic Breathing,,"Developing a consistent, calming breath pattern to alleviate stress."
Emotion Regulation,Stress Management,Relaxation Techniques,Breathing Exercises,Rhythmic Breathing,Breath Regulation Practices,Exercises to establish a stress-relieving breathing rhythm.
Emotion Regulation,Impulse Control,,,,,Managing sudden emotional and behavioral impulses in order to act appropriately.
Emotion Regulation,Impulse Control,Delayed Gratification,,,,The ability to resist an immediate reward in favor of a later reward.
Emotion Regulation,Impulse Control,Delayed Gratification,Future Reward Evaluation,,,The ability to assess the value of future rewards in decision-making processes.
Emotion Regulation,Impulse Control,Delayed Gratification,Future Reward Evaluation,Long-Term Outcome Visualization,,Imagining future scenarios resulting from current decisions.
Emotion Regulation,Impulse Control,Delayed Gratification,Future Reward Evaluation,Long-Term Outcome Visualization,Scenario Analysis Drills,Exercises to evaluate potential outcomes and reinforce decision-making patience.
Emotion Regulation,Impulse Control,Delayed Gratification,Impulse Delay Training,,,Practices used to improve one's capability to delay immediate impulses.
Emotion Regulation,Impulse Control,Delayed Gratification,Impulse Delay Training,Self-Control Exercises,,Activities designed to strengthen self-discipline and impulse regulation.
Emotion Regulation,Impulse Control,Delayed Gratification,Impulse Delay Training,Self-Control Exercises,Patience Building Modules,Structured activities to enhance delay of gratification skills.
Emotion Regulation,Impulse Control,Behavioral Regulation,,,,The ability to control and regulate one's behavior in accordance with social norms and expectations.
Emotion Regulation,Impulse Control,Behavioral Regulation,Self-Monitoring,,,Keeping track of one's actions and behaviors to ensure they align with established norms.
Emotion Regulation,Impulse Control,Behavioral Regulation,Self-Monitoring,Behavior Log Keeping,,Recording behaviors and emotions to enhance self-awareness and control.
Emotion Regulation,Impulse Control,Behavioral Regulation,Self-Monitoring,Behavior Log Keeping,Reflective Journaling,Journaling activities focused on tracking and understanding behavior patterns.
Emotion Regulation,Impulse Control,Behavioral Regulation,Goal-Oriented Behavior,,,Engaging in behavior that focuses on achieving specific outcomes or adhering to standards.
Emotion Regulation,Impulse Control,Behavioral Regulation,Goal-Oriented Behavior,Task Prioritization Skills,,Identifying and focusing on tasks that are most critical to achieve desired goals.
Emotion Regulation,Impulse Control,Behavioral Regulation,Goal-Oriented Behavior,Task Prioritization Skills,Priority Mapping Exercises,Techniques to effectively identify and rank tasks according to importance.
Social Interaction,,,,,,"Social Interaction encompasses the ability to engage, communicate, and maintain relationships with others. It involves understanding social cues, empathy, cooperation, and the capacity to form and sustain meaningful social relationships."
Social Interaction,Social Understanding,,,,,"The ability to comprehend social cues, norms, and rules, crucial for interacting appropriately with others."
Social Interaction,Social Understanding,Theory of Mind,,,,"The ability to attribute mental states to oneself and others and to understand that others have beliefs, desires, and intentions that are different from one's own."
Social Interaction,Social Understanding,Theory of Mind,False Belief Task Performance,,,"The capacity to attribute mental states—beliefs, intents, desires, emotions, knowledge—to oneself and others, and to understand that others have beliefs, desires, and intentions that are different from one's own."
Social Interaction,Social Understanding,Theory of Mind,False Belief Task Performance,Second-Order False Belief Task,,The ability to understand that others can hold beliefs that are false or different from reality.
Social Interaction,Social Understanding,Theory of Mind,Perspective Taking,,,The cognitive ability to consider the world from another individual's viewpoint.
Social Interaction,Social Understanding,Theory of Mind,Perspective Taking,Cognitive Perspective Taking,,The ability to understand that people can have beliefs about other people's beliefs that are false or different from reality.
Social Interaction,Social Understanding,Theory of Mind,Perspective Taking,Cognitive Perspective Taking,Visual Perspective Taking,The ability to see things from another person's point of view.
Social Interaction,Social Understanding,Theory of Mind,Perspective Taking,Cognitive Perspective Taking,Social Role Perspective Taking,The intellectual capacity to consider the world from another individual's viewpoint.
Social Interaction,Empathy,,,,,Recognizing and understanding the emotional states of others.
Social Interaction,Empathy,Affective Empathy,,,,The ability to respond with an appropriate emotion to another's mental state.
Social Interaction,Empathy,Affective Empathy,Emotional Contagion,,,The ability to understand spatial viewpoints and visualize how an object or scene is observed from different angles.
Social Interaction,Empathy,Affective Empathy,Emotional Contagion,Emotional Synchrony,,"Understanding perspectives influenced by social roles and contexts, beyond personal interpretation."
Social Interaction,Empathy,Affective Empathy,Empathic Concern,,,Feeling compassion and concern for others based on understanding their emotional state.
Social Interaction,Empathy,Affective Empathy,Empathic Concern,Compassionate Action,,"The capacity to understand and resonate with others' emotions and perspectives, fostering compassionate interactions."
Social Interaction,Empathy,Affective Empathy,Empathic Concern,Compassionate Action,Altruistic Behavior,The ability to respond appropriately to another's mental states and emotions.
Social Interaction,Cooperation,,,,,The phenomenon of absorbing and reflecting another person's emotional state or mood.
Social Interaction,Cooperation,Negotiation Skills,,,,Aligned and simultaneous sharing of emotional states across individuals.
Social Interaction,Cooperation,Negotiation Skills,Conflict Resolution,,,"The motivation to care for others' welfare, driven by an understanding and shared feeling of their emotional state."
Social Interaction,Cooperation,Negotiation Skills,Conflict Resolution,Collaborative Problem Solving,,Taking supportive actions based on empathic concern for others’ well-being.
Social Interaction,Cooperation,Negotiation Skills,Conflict Resolution,Collaborative Problem Solving,Consensus Building,"Actions taken to help others without expecting personal gain, driven by compassion and empathy."
Social Interaction,Cooperation,Negotiation Skills,Conflict Resolution,Collaborative Problem Solving,Mediation Techniques,"The skill to work harmoniously with others towards shared goals, involving negotiation, compromise, and teamwork."
Social Interaction,Cooperation,Teamwork,,,,The ability to reach agreements or compromises in a constructive manner.
Social Interaction,Cooperation,Teamwork,Role Allocation,,,The process of resolving disagreements through effective communication and problem-solving.
Social Interaction,Cooperation,Teamwork,Role Allocation,Role Adaptability,,Resolving conflicts and reaching solutions through cooperative efforts.
Social Interaction,Cooperation,Teamwork,Role Allocation,Role Adaptability,Dynamic Role Adjustment,The process of working towards achieving general agreement within a group.
Social Interaction,Relationship Building,,,,,Employing strategies to facilitate resolution between opposing parties with guidance or intervention.
Social Interaction,Relationship Building,Initiating Interactions,,,,Collaborative effort to achieve a common goal or complete a task in the most effective and efficient way.
Social Interaction,Relationship Building,Initiating Interactions,Conversation Starters,,,The ability to distribute tasks and responsibilities appropriately within a group.
Social Interaction,Relationship Building,Initiating Interactions,Conversation Starters,Small Talk Proficiency,,Flexibility in adjusting roles and tasks based on group needs and dynamics.
Social Interaction,Relationship Building,Initiating Interactions,Conversation Starters,Small Talk Proficiency,Icebreaker Techniques,The capacity to rapidly change roles in response to group dynamics and demands.
Social Interaction,Relationship Building,Sustaining Friendships,,,,"The process of initiating, developing, and maintaining meaningful social connections and friendships."
Social Interaction,Relationship Building,Sustaining Friendships,Reciprocity in Relationships,,,The ability to start conversations and engage with others socially.
Social Interaction,Relationship Building,Sustaining Friendships,Reciprocity in Relationships,Emotional Reciprocity,,Techniques and skills for initiating dialogue with others.
Social Interaction,Relationship Building,Sustaining Friendships,Reciprocity in Relationships,Emotional Reciprocity,Trust Building,Skill in engaging in casual or light conversations to build rapport.
Social Interaction,Social Communication,,,,,Methods used to comfortably begin a dialogue and establish communication flow with strangers.
Social Interaction,Social Communication,Verbal Communication,,,,"The ability to maintain long-term, meaningful relationships through effective communication and mutual support."
Social Interaction,Social Communication,Verbal Communication,Listening Skills,,,The practice of mutual exchange and balance in social interactions and friendships.
Social Interaction,Social Communication,Verbal Communication,Listening Skills,Active Listening Techniques,,Balanced exchange of emotions and support between friends.
Social Interaction,Social Communication,Verbal Communication,Listening Skills,Active Listening Techniques,Reflective Listening,"The process of cultivating mutual trust as a foundation for strong, lasting relationships."
Social Interaction,Social Communication,Non-Verbal Communication,,,,The use of verbal and non-verbal language in social contexts to exchange information effectively.
Social Interaction,Social Communication,Non-Verbal Communication,Facial Expressions Recognition,,,The use of words and language to convey messages in social situations.
Social Interaction,Social Communication,Non-Verbal Communication,Facial Expressions Recognition,Microexpression Interpretation,,Understanding and interpreting spoken language in conversations.
Social Interaction,Social Communication,Non-Verbal Communication,Facial Expressions Recognition,Microexpression Interpretation,Emotion Recognition Training,Engaged and focused listening that fosters deeper understanding and response.
Communication and Language,,,,,,Actively listening and providing feedback to confirm understanding of the speaker’s message.
Communication and Language,Verbal Communication,,,,,"The ability to maintain long-term, meaningful relationships through effective communication and mutual support."
Communication and Language,Verbal Communication,Speech Clarity,,,,"The use of body language, facial expressions, and gestures to communicate without words."
Communication and Language,Verbal Communication,Speech Clarity,Articulation Accuracy,,,Understanding emotions and messages conveyed through facial expressions.
Communication and Language,Verbal Communication,Speech Clarity,Prosody,,,"Detecting and understanding brief, involuntary facial expressions that reveal true emotions."
Communication and Language,Verbal Communication,Vocabulary Usage,,,,Programs or exercises aimed at improving the ability to detect and accurately interpret emotional expressions.
Communication and Language,Verbal Communication,Vocabulary Usage,Lexical Diversity,,,"This dimension encompasses the ability to receive, process, understand, and express information, both verbally and non-verbally, and through reading and writing."
Communication and Language,Verbal Communication,Vocabulary Usage,Word Retrieval,,,The ability to express thoughts and emotions through spoken language.
Communication and Language,Verbal Communication,Vocabulary Usage,Word Retrieval,Tip-of-the-Tongue States,,The ability to articulate words clearly and understandably to others.
Communication and Language,Verbal Communication,Vocabulary Usage,Word Retrieval,Cued Retrieval,,The precision and correctness of producing speech sounds.
Communication and Language,Verbal Communication,Fluency,,,,The patterns of stress and intonation in speech.
Communication and Language,Verbal Communication,Fluency,Speech Rate,,,The extent to which a person effectively uses a range of words and language structures in spoken communication.
Communication and Language,Verbal Communication,Fluency,Pause Duration,,,The variety of different words used in speech.
Communication and Language,Verbal Communication,Fluency,Pause Duration,Filled Pauses,,The ability to recall words from memory for verbal use.
Communication and Language,Verbal Communication,Fluency,Pause Duration,Unfilled Pauses,,Instances where one temporarily cannot recall a word.
Communication and Language,Non-Verbal Communication,,,,,The use of verbal and non-verbal language in social contexts to exchange information effectively.
Communication and Language,Non-Verbal Communication,Facial Expressions,,,,The ability to recall specific words when provided with retrieval cues.
Communication and Language,Non-Verbal Communication,Facial Expressions,Emotion Recognition,,,"The flow and continuity of speech, including the absence of excessive pauses or fillers."
Communication and Language,Non-Verbal Communication,Facial Expressions,Emotion Recognition,Micro-Expressions,,The speed at which words are spoken during communication.
Communication and Language,Non-Verbal Communication,Facial Expressions,Emotion Recognition,Congruence with Context,,The length of pauses taken between words or sentences.
Communication and Language,Non-Verbal Communication,Facial Expressions,Expressive Consistency,,,Use of fillers like 'um' and 'uh' during speech.
Communication and Language,Non-Verbal Communication,Gestures,,,,Silent pauses during speech without fillers.
Communication and Language,Non-Verbal Communication,Gestures,Symbolic Gestures,,,"Understanding and using body language, gestures, and facial expressions."
Communication and Language,Non-Verbal Communication,Gestures,Regulatory Gestures,,,The ability to interpret and use facial expressions to convey emotions and reactions.
Communication and Language,Non-Verbal Communication,Body Language,,,,Identifying emotions from facial expressions.
Communication and Language,Non-Verbal Communication,Body Language,Postural Communication,,,Recognizing very brief facial expressions that reveal true emotions.
Communication and Language,Non-Verbal Communication,Body Language,Postural Communication,Open vs Closed Postures,,The appropriateness of expression in different situations.
Communication and Language,Non-Verbal Communication,Body Language,Kinesic Signals,,,The ability to maintain appropriate facial expressions in different contexts.
Communication and Language,Receptive Language,,,,,The understanding and use of physical movements to communicate messages or emotions.
Communication and Language,Receptive Language,Listening Comprehension,,,,"Gestures that convey specific meanings, like waving for goodbye."
Communication and Language,Receptive Language,Listening Comprehension,Inferential Listening,,,"Gestures used to control interaction flow, like hand-raising."
Communication and Language,Receptive Language,Listening Comprehension,Literal Interpretation,,,The interpretation and use of posture and movements to express ideas and feelings.
Communication and Language,Receptive Language,Reading Decoding,,,,Using body posture to convey messages.
Communication and Language,Receptive Language,Reading Decoding,Phonemic Awareness,,,Understanding the signals conveyed by open or closed body positions.
Communication and Language,Receptive Language,Reading Decoding,Sight Word Recognition,,,"Understanding movement-based signals, like foot tapping."
Communication and Language,Expressive Language,,,,,The ability to understand and comprehend spoken and written language.
Communication and Language,Expressive Language,Narrative Skills,,,,The skill of understanding spoken language in conversations and instructions.
Communication and Language,Expressive Language,Narrative Skills,Story Grammar,,,Drawing conclusions from spoken messages.
Communication and Language,Expressive Language,Narrative Skills,Cohesion Devices,,,Understanding the explicit content of spoken language.
Communication and Language,Pragmatic Language,,,,,The ability to recognize and interpret written words and sentences.
Communication and Language,Pragmatic Language,Conversational Skills,,,,Recognizing distinct phonemes in spoken words.
Communication and Language,Pragmatic Language,Conversational Skills,Turn-Taking,,,Automatically identifying familiar words without decoding.
Communication and Language,Pragmatic Language,Conversational Skills,Topic Maintenance,,,The capability to convey thoughts and ideas effectively through speech and writing.
Communication and Language,Pragmatic Language,Conversational Skills,Topic Maintenance,Tangential Speech,,The ability to construct and convey structured stories or descriptions.
Communication and Language,Pragmatic Language,Conversational Skills,Topic Maintenance,Clarification Requests,,"Understanding and using story structure elements such as setting, characters, and plot."
Communication and Language,Pragmatic Language,Social Cues,,,,Using linguistic elements to link ideas and events in spoken or written narratives.
Communication and Language,Pragmatic Language,Social Cues,Verbal Cues,,,"The skill of using language in social contexts, including understanding tone and engaging in appropriate social exchanges."
Communication and Language,Pragmatic Language,Social Cues,Non-Verbal Cues,,,The ability to engage in and maintain productive and socially appropriate conversations.
Communication and Language,Reading Comprehension,,,,,Managing speaking turns in conversation.
Communication and Language,Reading Comprehension,Text Interpretation,,,,Staying on topic during conversation.
Communication and Language,Reading Comprehension,Text Interpretation,Context Clues,,,The tendency to veer off-topic in conversation.
Communication and Language,Reading Comprehension,Text Interpretation,Inferential Reading,,,Asking for clarification when the topic is unclear.
Communication and Language,Reading Comprehension,Critical Reading,,,,Understanding and appropriately responding to verbal and non-verbal social signals.
Communication and Language,Reading Comprehension,Critical Reading,Evaluative Thinking,,,"Recognizing hints in spoken language, like tone of voice."
